,Year,Car,PTS,Champion,Average_points_Scored,No_of_times_secured_front_grid,Total_no_of_fastest_Laps
0,1950,Alfa Romeo,81.0,1,4.238095238095238,6.0,6.0
1,1950,Deidt Offenhauser,11.0,4,3.3333333333333335,0.0,0.0
2,1950,Ferrari,15.0,3,1.75,0.0,0.0
3,1950,Kurtis Kraft Offenhauser,13.0,4,1.0,1.0,1.0
4,1950,Maserati,13.0,4,0.3103448275862069,0.0,0.0
5,1950,Maserati Milano,2.0,4,0.6666666666666666,0.0,0.0
6,1950,Simca-Gordini,3.0,4,0.6,0.0,0.0
7,1950,Talbot-Lago,19.0,2,0.5555555555555556,0.0,0.0
8,1951,Alfa Romeo,66.0,2,2.7777777777777777,4.0,7.0
9,1951,BRM,5.0,4,1.0,0.0,0.0
10,1951,Ferrari,74.0,1,2.7666666666666666,3.0,0.0
11,1951,Kurtis Kraft Offenhauser,19.0,3,1.2666666666666666,0.0,1.0
12,1951,Schroeder Offenhauser,2.0,4,1.0,0.0,0.0
13,1951,Sherman Offenhauser,3.0,4,3.0,0.0,0.0
14,1951,Talbot-Lago,2.0,4,0.1111111111111111,0.0,0.0
15,1952,Connaught Lea Francis,5.0,4,0.625,0.0,0.0
16,1952,Cooper Bristol,12.0,4,0.75,0.0,0.0
17,1952,Ferrari,100.0,1,2.6777777777777776,7.0,7.0
18,1952,Gordini,17.0,2,0.7391304347826086,0.0,0.0
19,1952,Kurtis Kraft Offenhauser,13.0,3,0.7222222222222222,0.0,1.0
20,1952,Kuzma Offenhauser,8.0,4,8.0,0.0,0.0
21,1952,Lesovsky Offenhauser,3.0,4,1.0,0.0,0.0
22,1952,Maserati,8.5,4,0.5666666666666667,0.0,0.0
23,1952,Simca-Gordini,2.0,4,0.0,0.0,0.0
24,1953,Ferrari,96.5,1,2.6739130434782608,6.0,5.0
25,1953,Gordini,4.0,4,0.14814814814814814,0.0,0.0
26,1953,Kurtis Kraft Offenhauser,24.0,3,0.8275862068965517,1.0,1.0
27,1953,Maserati,62.5,2,1.5853658536585367,2.0,3.0
28,1954,Ferrari,78.7,1,1.8651162790697675,2.0,2.0
29,1954,Gordini,4.1,4,0.16399999999999998,0.0,0.0
30,1954,Kurtis Kraft Offenhauser,18.0,4,0.6666666666666666,1.0,1.0
31,1954,Kuzma Offenhauser,6.0,4,1.5,0.0,0.0
32,1954,Lancia,3.1,4,0.5,1.0,1.0
33,1954,Maserati,27.2,3,0.7847457627118644,1.0,2.0
34,1954,Mercedes-Benz,62.0,2,3.338888888888889,4.0,3.0
35,1955,Ferrari,39.9,2,1.4739130434782608,1.0,0.0
36,1955,Kurtis Kraft Offenhauser,21.0,4,0.9130434782608695,0.0,1.0
37,1955,Kuzma Offenhauser,3.0,4,0.75,0.0,0.0
38,1955,Lancia,2.0,4,1.0,1.0,0.0
39,1955,Maserati,23.0,3,0.5897435897435898,0.0,1.0
40,1955,Mercedes-Benz,78.0,1,3.761904761904762,4.0,5.0
41,1956,BRM,4.0,4,0.0,0.0,0.0
42,1956,Connaught Alta,9.0,3,1.2857142857142858,0.0,0.0
43,1956,Ferrari,77.5,1,2.3676470588235294,6.0,4.0
44,1956,Gordini,2.0,4,0.14285714285714285,0.0,0.0
45,1956,Kurtis Kraft Novi,1.0,4,1.0,0.0,1.0
46,1956,Kurtis Kraft Offenhauser,8.0,4,0.36363636363636365,0.0,0.0
47,1956,Kuzma Offenhauser,3.0,4,0.42857142857142855,0.0,0.0
48,1956,Maserati,67.0,2,1.1428571428571428,1.0,3.0
49,1956,Phillips Offenhauser,4.0,4,4.0,0.0,0.0
50,1956,Vanwall,3.0,4,0.25,0.0,0.0
51,1956,Watson Offenhauser,8.0,4,8.0,1.0,0.0
52,1957,Cooper Climax,2.0,4,0.15384615384615385,0.0,0.0
53,1957,Epperly Offenhauser,15.0,4,7.5,0.0,1.0
54,1957,Ferrari,48.0,2,1.6551724137931034,0.0,1.0
55,1957,Kurtis Kraft Novi,3.0,4,1.5,0.0,0.0
56,1957,Kurtis Kraft Offenhauser,2.0,4,0.10526315789473684,1.0,0.0
57,1957,Kuzma Offenhauser,4.0,4,0.8,0.0,0.0
58,1957,Maserati,71.0,1,1.4181818181818182,5.0,3.0
59,1957,Vanwall,41.0,3,2.3125,2.0,3.0
60,1958,BRM,26.0,4,1.0909090909090908,0.0,0.0
61,1958,Cooper Climax,30.0,3,0.95,0.0,0.0
62,1958,Epperly Offenhauser,20.0,4,5.0,0.0,1.0
63,1958,Ferrari,86.0,1,2.735294117647059,4.0,6.0
64,1958,Kurtis Kraft Offenhauser,4.0,4,0.2857142857142857,0.0,0.0
65,1958,Lotus Climax,3.0,4,0.15789473684210525,0.0,0.0
66,1958,Maserati,7.0,4,0.20930232558139536,1.0,1.0
67,1958,Vanwall,76.0,2,2.6153846153846154,5.0,3.0
68,1959,BRM,10.0,3,1.0227272727272727,1.0,2.0
69,1959,Cooper Climax,107.0,1,2.3214285714285716,5.0,4.0
70,1959,Epperly Offenhauser,5.0,4,1.25,0.0,0.0
71,1959,Ferrari,67.0,2,2.310344827586207,2.0,2.0
72,1959,Kurtis Kraft Offenhauser,8.0,4,0.0,0.0,0.0
73,1959,Lesovsky Offenhauser,5.0,4,2.5,1.0,1.0
74,1959,Lotus Climax,5.0,4,0.29411764705882354,0.0,0.0
75,1959,Watson Offenhauser,6.0,4,3.5,0.0,0.0
76,1960,BRM,8.0,4,0.34782608695652173,0.0,1.0
77,1960,Cooper Castellotti,3.0,4,0.6,0.0,0.0
78,1960,Cooper Climax,115.0,1,1.9615384615384615,4.0,3.0
79,1960,Cooper Maserati,13.0,4,0.17647058823529413,0.0,0.0
80,1960,Epperly Offenhauser,4.0,4,0.6666666666666666,0.0,0.0
81,1960,Ferrari,18.0,3,1.7916666666666667,1.0,2.0
82,1960,Lesovsky Offenhauser,2.0,4,2.0,0.0,0.0
83,1960,Lotus Climax,51.0,2,1.7333333333333334,4.0,3.0
84,1960,Phillips Offenhauser,3.0,4,3.0,0.0,0.0
85,1960,Porsche,1.0,4,0.5,0.0,0.0
86,1960,Trevis Offenhauser,1.0,4,0.5,0.0,0.0
87,1960,Watson Offenhauser,14.0,4,1.75,0.0,1.0
88,1961,BRM Climax,9.0,4,0.5625,0.0,1.0
89,1961,Cooper Climax,24.0,3,0.5454545454545454,1.0,1.0
90,1961,Ferrari,92.0,1,3.6666666666666665,6.0,5.0
91,1961,Lotus Climax,47.0,2,0.8148148148148148,1.0,1.0
92,1961,Porsche,24.0,3,0.96,0.0,0.0
93,1962,BRM,52.0,1,3.263157894736842,1.0,3.0
94,1962,Brabham Climax,9.0,4,2.0,0.0,0.0
95,1962,Cooper Climax,40.0,2,1.6071428571428572,0.0,1.0
96,1962,Ferrari,30.0,4,1.5,0.0,0.0
97,1962,Lola Climax,19.0,4,1.1875,1.0,0.0
98,1962,Lotus BRM,1.0,4,0.14285714285714285,0.0,0.0
99,1962,Lotus Climax,39.0,3,0.84,6.0,5.0
100,1962,Porsche,20.0,4,0.8,1.0,0.0
101,1963,ATS,0.0,4,0.0,0.0,0.0
102,1963,Alfa Romeo,0.0,4,0.0,0.0,0.0
103,1963,BRM,58.0,1,2.6,2.0,0.0
104,1963,BRP BRM,6.0,4,1.2,0.0,0.0
105,1963,Brabham Climax,33.0,3,1.736842105263158,0.0,1.0
106,1963,Brabham Ford,0.0,4,0.0,0.0,0.0
107,1963,Cooper Climax,32.0,4,1.0,0.0,0.0
108,1963,Cooper Maserati,0.0,4,0.0,0.0,0.0
109,1963,Ferrari,29.0,4,1.5,1.0,3.0
110,1963,Gilby BRM,0.0,4,0.0,0.0,0.0
111,1963,LDS Alfa Romeo,0.0,4,0.0,0.0,0.0
112,1963,Lola Climax,0.0,4,0.0,0.0,0.0
113,1963,Lotus BRM,4.0,4,0.14814814814814814,0.0,0.0
114,1963,Lotus Climax,55.0,2,2.740740740740741,7.0,6.0
115,1963,Lotus Ford,0.0,4,0.0,0.0,0.0
116,1963,Porsche,5.0,4,0.5555555555555556,0.0,0.0
117,1963,Scirocco BRM,0.0,4,0.0,0.0,0.0
118,1963,Stebro Ford,0.0,4,0.0,0.0,0.0
119,1964,BRM,68.0,1,2.121212121212121,1.0,1.0
120,1964,BRP BRM,5.0,4,0.38461538461538464,0.0,0.0
121,1964,Brabham BRM,7.0,4,0.4375,0.0,0.0
122,1964,Brabham Climax,38.0,4,1.125,2.0,0.0
123,1964,Cooper Climax,14.0,4,0.7619047619047619,0.0,0.0
124,1964,Ferrari,64.0,2,2.909090909090909,2.0,2.0
125,1964,Lotus BRM,3.0,4,0.13636363636363635,0.0,0.0
126,1964,Lotus Climax,49.0,3,2.130434782608696,5.0,4.0
127,1965,BRM,73.0,1,3.0,4.0,3.0
128,1965,Brabham BRM,5.0,4,0.2777777777777778,0.0,0.0
129,1965,Brabham Climax,39.0,3,1.054054054054054,0.0,1.0
130,1965,Cooper Climax,14.0,4,0.6666666666666666,0.0,0.0
131,1965,Ferrari,32.0,4,1.4545454545454546,0.0,0.0
132,1965,Honda,13.0,4,0.9285714285714286,0.0,0.0
133,1965,Lotus BRM,2.0,4,0.10526315789473684,0.0,0.0
134,1965,Lotus Climax,64.0,2,2.6666666666666665,6.0,6.0
135,1966,BRM,31.0,4,1.4166666666666667,0.0,0.0
136,1966,Brabham BRM,1.0,4,0.2,0.0,0.0
137,1966,Brabham Climax,1.0,4,0.07692307692307693,0.0,2.0
138,1966,Brabham Repco,60.0,1,3.7058823529411766,3.0,0.0
139,1966,Cooper Maserati,54.0,2,1.2564102564102564,1.0,2.0
140,1966,Eagle Climax,4.0,4,0.6666666666666666,0.0,0.0
141,1966,Eagle Weslake,3.0,4,0.0,0.0,0.0
142,1966,Ferrari,33.0,3,2.625,3.0,4.0
143,1966,Honda,5.0,4,0.6,0.0,1.0
144,1966,Lotus BRM,21.0,4,0.6842105263157895,0.0,0.0
145,1966,McLaren Ford,3.0,4,0.6666666666666666,0.0,0.0
146,1967,BRM,21.0,4,0.6363636363636364,0.0,0.0
147,1967,Brabham Climax,2.0,4,0.2857142857142857,0.0,0.0
148,1967,Brabham Repco,98.0,1,3.6666666666666665,2.0,2.0
149,1967,Cooper Climax,6.0,4,6.0,0.0,0.0
150,1967,Cooper Maserati,31.0,3,0.6904761904761905,0.0,0.0
151,1967,Eagle Climax,13.0,4,0.0,0.0,2.0
152,1967,Eagle Weslake,1.0,4,1.0,0.0,0.0
153,1967,Ferrari,22.0,4,1.4375,0.0,0.0
154,1967,Honda,20.0,4,2.2222222222222223,0.0,0.0
155,1967,Lotus Ford,56.0,2,2.272727272727273,8.0,0.0
156,1967,McLaren BRM,3.0,4,0.5,0.0,0.0
157,1968,BRM,28.0,4,0.9032258064516129,0.0,2.0
158,1968,Brabham Repco,12.0,4,0.41379310344827586,0.0,0.0
159,1968,Cooper BRM,20.0,4,1.0,0.0,0.0
160,1968,Ferrari,37.0,4,1.608695652173913,4.0,0.0
161,1968,Honda,15.0,4,0.9333333333333333,1.0,1.0
162,1968,Lotus Ford,75.0,1,2.142857142857143,5.0,5.0
163,1968,Matra,11.0,4,0.6666666666666666,0.0,0.0
164,1968,Matra Ford,42.0,3,2.8125,0.0,4.0
165,1968,McLaren Ford,58.0,2,2.24,0.0,0.0
166,1969,BRM,7.0,4,0.28,0.0,0.0
167,1969,Brabham Ford,68.0,2,1.8888888888888888,0.0,0.0
168,1969,Ferrari,7.0,4,0.6363636363636364,0.0,0.0
169,1969,Lotus Ford,56.0,3,1.2391304347826086,5.0,2.0
170,1969,Matra Ford,85.0,1,3.36,2.0,6.0
171,1969,McLaren Ford,49.0,4,1.8846153846153846,0.0,0.0
172,1970,BRM,25.0,4,0.7352941176470589,0.0,0.0
173,1970,Brabham Ford,35.0,3,1.3461538461538463,1.0,3.0
174,1970,Ferrari,76.0,1,3.04,5.0,7.0
175,1970,Lotus Ford,70.0,2,1.8918918918918919,3.0,1.0
176,1970,March Ford,30.0,4,0.9166666666666666,4.0,1.0
177,1970,Matra,24.0,4,0.9230769230769231,0.0,0.0
178,1970,McLaren Ford,35.0,3,1.2857142857142858,0.0,1.0
179,1970,Surtees Ford,4.0,4,0.375,0.0,0.0
180,1970,Tyrrell Ford,25.0,4,0.0,0.0,0.0
181,1971,BRM,42.0,3,1.1666666666666667,1.0,1.0
182,1971,Brabham Ford,7.0,4,0.2916666666666667,0.0,0.0
183,1971,Ferrari,44.0,2,1.6296296296296295,3.0,4.0
184,1971,Lotus Ford,25.0,4,1.0869565217391304,0.0,0.0
185,1971,Matra,10.0,4,0.5882352941176471,1.0,0.0
186,1971,McLaren Ford,9.0,4,0.52,0.0,1.0
187,1971,Surtees Ford,9.0,4,0.34615384615384615,0.0,0.0
188,1971,Tyrrell Ford,88.0,1,3.8260869565217392,6.0,4.0
189,1972,BRM,18.0,4,0.2978723404255319,0.0,1.0
190,1972,Brabham Ford,7.0,4,0.21875,1.0,0.0
191,1972,Ferrari,47.0,4,1.5666666666666667,4.0,3.0
192,1972,Lotus Ford,61.0,2,2.259259259259259,3.0,0.0
193,1972,March Ford,15.0,4,0.2777777777777778,0.0,0.0
194,1972,Matra,12.0,4,1.0909090909090908,1.0,2.0
195,1972,McLaren Ford,62.0,1,2.64,1.0,1.0
196,1972,Surtees Ford,18.0,4,0.4864864864864865,0.0,1.0
197,1972,Tyrrell Ford,60.0,3,2.4,2.0,4.0
198,1973,BRM,13.0,4,0.29545454545454547,1.0,0.0
199,1973,Brabham Ford,22.0,4,0.5365853658536586,0.0,0.0
200,1973,Ferrari,6.0,4,0.7368421052631579,0.0,0.0
201,1973,Iso Marlboro Ford,14.0,4,0.07142857142857142,0.0,0.0
202,1973,Lotus Ford,107.0,2,3.4516129032258065,10.0,7.0
203,1973,March Ford,14.0,4,0.358974358974359,0.0,2.0
204,1973,McLaren Ford,64.0,3,1.9428571428571428,1.0,2.0
205,1973,Shadow Ford,9.0,4,0.24324324324324326,0.0,0.0
206,1973,Surtees Ford,7.0,4,0.2,0.0,2.0
207,1973,Tyrrell Ford,119.0,1,3.933333333333333,3.0,2.0
208,1974,BRM,10.0,4,0.2631578947368421,0.0,0.0
209,1974,Brabham Ford,49.0,4,1.0,1.0,3.0
210,1974,Ferrari,90.0,1,3.0,10.0,6.0
211,1974,Hesketh Ford,15.0,4,1.25,0.0,0.0
212,1974,Iso Marlboro Ford,4.0,4,0.18181818181818182,0.0,0.0
213,1974,Lola Ford,1.0,4,0.037037037037037035,0.0,0.0
214,1974,Lotus Ford,47.0,4,1.4242424242424243,1.0,2.0
215,1974,March Ford,6.0,4,0.21428571428571427,0.0,0.0
216,1974,McLaren Ford,87.0,2,1.891304347826087,2.0,1.0
217,1974,Shadow Ford,7.0,4,0.25,0.0,0.0
218,1974,Tyrrell Ford,59.0,3,1.903225806451613,1.0,3.0
219,1975,Brabham Ford,61.0,3,2.1785714285714284,1.0,1.0
220,1975,Ensign Ford,1.0,4,0.125,0.0,0.0
221,1975,Ferrari,89.5,1,3.1964285714285716,9.0,6.0
222,1975,Frank Williams Racing Cars/Williams,6.5,4,0.2857142857142857,0.0,0.0
223,1975,Hesketh Ford,33.0,4,1.32,0.0,1.0
224,1975,Hill Ford,3.0,4,0.15,0.0,0.0
225,1975,Lotus Ford,9.0,4,0.3,0.0,0.0
226,1975,March Ford,10.5,4,0.2903225806451613,1.0,1.0
227,1975,McLaren Ford,65.0,2,2.3214285714285716,0.0,2.0
228,1975,Parnelli Ford,5.0,4,0.4166666666666667,0.0,1.0
229,1975,Shadow Ford,9.5,4,0.38,0.0,0.0
230,1975,Tyrrell Ford,32.0,4,1.032258064516129,0.0,1.0
231,1976,Brabham Alfa Romeo,8.0,4,0.3235294117647059,0.0,0.0
232,1976,Ferrari,102.0,1,3.3,4.0,7.0
233,1976,Fittipaldi Ford,3.0,4,0.1875,0.0,0.0
234,1976,Ligier Matra,20.0,4,1.25,1.0,1.0
235,1976,Lotus Ford,33.0,4,1.0666666666666667,1.0,1.0
236,1976,March Ford,19.0,4,0.3584905660377358,1.0,1.0
237,1976,McLaren Ford,88.0,3,2.75,8.0,3.0
238,1976,Penske Ford,20.0,4,1.1764705882352942,0.0,0.0
239,1976,Shadow Ford,10.0,4,0.3125,0.0,1.0
240,1976,Surtees Ford,7.0,4,0.21212121212121213,0.0,0.0
241,1976,Tyrrell Ford,88.0,3,2.3783783783783785,1.0,2.0
242,1976,Wolf-Williams,2.0,4,0.0,0.0,0.0
243,1977,Brabham Alfa Romeo,27.0,4,0.7941176470588235,1.0,2.0
244,1977,Ensign Ford,10.0,4,0.43478260869565216,0.0,0.0
245,1977,Ferrari,114.0,1,3.4545454545454546,2.0,3.0
246,1977,Fittipaldi Ford,11.0,4,0.6875,0.0,0.0
247,1977,Ligier Matra,19.0,4,1.0,0.0,1.0
248,1977,Lotus Ford,67.0,2,2.0303030303030303,7.0,5.0
249,1977,McLaren Ford,65.0,3,1.4130434782608696,6.0,3.0
250,1977,Shadow Ford,24.0,4,0.7058823529411765,0.0,0.0
251,1977,Surtees Ford,6.0,4,0.2,0.0,0.0
252,1977,Tyrrell Ford,27.0,4,0.7714285714285715,0.0,1.0
253,1977,Wolf Ford,55.0,4,3.235294117647059,1.0,2.0
254,1978,Arrows Ford,11.0,4,0.4782608695652174,0.0,0.0
255,1978,Brabham Alfa Romeo,69.0,2,2.090909090909091,2.0,4.0
256,1978,Ensign Ford,1.0,4,0.05555555555555555,0.0,0.0
257,1978,Ferrari,65.0,3,2.03125,2.0,3.0
258,1978,Fittipaldi Ford,17.0,4,1.0625,0.0,0.0
259,1978,Ligier Matra,19.0,4,1.1875,0.0,0.0
260,1978,Lotus Ford,116.0,1,2.8292682926829267,12.0,7.0
261,1978,McLaren Ford,16.0,4,0.3333333333333333,0.0,0.0
262,1978,Renault,3.0,4,0.21428571428571427,0.0,0.0
263,1978,Shadow Ford,6.0,4,0.21428571428571427,0.0,0.0
264,1978,Surtees Ford,1.0,4,0.045454545454545456,0.0,0.0
265,1978,Tyrrell Ford,41.0,4,1.28125,0.0,0.0
266,1978,Williams Ford,11.0,4,0.6875,0.0,2.0
267,1978,Wolf Ford,24.0,4,1.1428571428571428,0.0,0.0
268,1979,ATS Ford,2.0,4,0.14285714285714285,0.0,0.0
269,1979,Arrows Ford,5.0,4,0.17857142857142858,0.0,0.0
270,1979,Brabham Ford,7.0,4,0.0,0.0,1.0
271,1979,Ferrari,98.0,1,3.7666666666666666,2.0,6.0
272,1979,Fittipaldi Ford,1.0,4,0.06666666666666667,0.0,0.0
273,1979,Ligier Ford,59.0,3,2.033333333333333,4.0,3.0
274,1979,Lotus Ford,34.0,4,1.0,0.0,0.0
275,1979,McLaren Ford,15.0,4,0.5357142857142857,0.0,0.0
276,1979,Renault,26.0,4,0.8666666666666667,6.0,2.0
277,1979,Shadow Ford,3.0,4,0.11538461538461539,0.0,0.0
278,1979,Tyrrell Ford,28.0,4,0.875,0.0,0.0
279,1979,Williams Ford,69.0,2,2.5,3.0,3.0
280,1980,Alfa Romeo,4.0,4,0.15384615384615385,1.0,0.0
281,1980,Arrows Ford,11.0,4,0.3793103448275862,0.0,0.0
282,1980,Brabham Ford,55.0,3,1.9642857142857142,2.0,1.0
283,1980,Ferrari,8.0,4,0.2962962962962963,0.0,0.0
284,1980,Fittipaldi Ford,11.0,4,0.4074074074074074,0.0,0.0
285,1980,Ligier Ford,66.0,2,2.357142857142857,3.0,3.0
286,1980,Lotus Ford,14.0,4,0.45161290322580644,0.0,0.0
287,1980,McLaren Ford,11.0,4,0.4074074074074074,0.0,0.0
288,1980,Renault,38.0,4,1.4074074074074074,5.0,4.0
289,1980,Tyrrell Ford,12.0,4,0.4,0.0,0.0
290,1980,Williams Ford,109.0,1,3.5294117647058822,3.0,6.0
291,1981,ATS Ford,1.0,4,0.1111111111111111,0.0,0.0
292,1981,Alfa Romeo,10.0,4,0.3333333333333333,0.0,0.0
293,1981,Arrows Ford,10.0,4,0.4166666666666667,1.0,0.0
294,1981,Brabham Ford,61.0,2,2.103448275862069,4.0,1.0
